clean_tweet,Sentiment
Canada's oilpatch is bracing for the impact of plunging crude prices after OPEC and its allies failed to reach a deal aimed at cutting production as economies slow because of the novel coronavirus. The fool <user> based his budget on hired oil prices <url>,Negative
Coronavirus panic spreads: Costco is pulling free samples over covid - USA TODAY Coronavirus panic spreads: Costco is pulling free samples over covid USA TODAY 'It's pandemonium': virus panic-buying hits Los Angeles Yahoo News How Costco is Ha <url>,Negative
<user> Oil Prices Head Higher on U.S. Cut Hopes - 11 March 2020 <url> forex signals forex trading for extra der #??? corona covid coronavirus <url>,Positive
Have you been to the grocery store? covid <url>,Neutral
Never underestimate a girl who can do a solid deep lunge... when youre fighting for the last items in a frenzied supermarket. covid,Neutral
Let's remember to leave something for those who really need it... covid ireland <url>,Negative
Russia dropping oil prices to screw up U.S. drilling and fracking. China dumps WuFlu on U.S. All in hopes to dismantle our economy! Do not forget trump said its better to deal with us before elections than after! Bad for xi n china! coronavirus covid trump trump2020 <url>,Negative
"As people around Aus begin working or studying from home, we know data is going to be in high demand. To play our part, we're giving our consumer and small biz customers extra data as well as offering unlimited home phone calls to pensioners <url>",Positive
Just went to the supermarket Full of food 10 people max Easy What's wrong with where you dweebs live? covid,Negative
Stop shopping in online because of deadly coronavirus,Negative
MUST READ LINK IN BIO Coronoaviri has left us with limited stock Buy Now before its out of stock Amazon Prime gets FREE shipping Non Amazon Prime gets FREE shipping With 2 or more purchases Be safe everyone,Positive
"It's ironic that in the face of a possible lockdown due to a virus that is contagious when in close proximity, the wider public has scurried to every supermarket/pharmacy collectively, thus creating the perfect condensed mass of humanity for covid to transmit with ease.",Positive
"bumble won't be running out of food after OH insisted we get extra rations! Got 1 x pasta in supermarket, (some still on shelves) and garlic and ginger paste. Only paracetamol to be had was soluble version at <money> for 28 tablets FFS. Loo roll in stock, but not needed. coronavirus <url>",Negative
"Has anyone contemplated what coronavirus is going to do to homeless populations? No healthcare, no ability to stock up on food, no choice about isolating?",Negative
"Being a or nurse means no working from home working long hours, and failed attempts to stock up Hope I don't fall ill with coronavirus and have to quarantine myself!! <url>",Negative
"This virus just damaging my bank account the most, all this sitting at home has me online shopping out of boredom, better home my amazon guy is washing his hands or i'm gonna have a 50pcs box of kitkats, a ballgown i'll never wear and COVID:19",Negative
One of these pics is from the apocalypse film World War Z. The other is from a UK supermarket. covid uk <url>,Negative
covid playlist - please add yours. I'm starting with Lost in the Supermarket by The Clash <url> loyola digital marketing loyola mba loyola cb,Neutral
"<user> and republicans have no grounds to stand on Politicizing coronavirus or attacking <user> or any democrats. Trump can't contain panic buying food, hand sanitizer, toilet paper ? or test for c",Negative
"While you may be based at home, just remember to do your online shopping with Amazon Smile. Relieve your boredom and support WIZO at the same time coronavirus charity covd19 <url>",Positive
"Everyone also thank your grocery store workers, they are working very hard to give you everything you need during this time and they HAVE to stay open too. He just got done with a 13 hour shift and is exhausted. coronavirus outbreak covid <url>",Negative
1.5 trillion to bail out the stock market and pregaming to bail out oil and fracking companies and yet the Trump Administration will proceed to kick people off of food stamps despite the coronavirus <url> medicare4all socialism for the rich not me us bernie2020,Neutral
Worst time to be long on consumer discretionary stocks stonks covid,Negative
"Another thing, if you are going to buy tissue like covid affects the shit, give some to those who can't prioritize buying it over other things. This applies far beyond tissue, because we have a food shortage coming because 1. Locusts 2. Pandemic panic 3. Previous mistakes.",Negative
"I was in Beijing in the height of it and yet, no supermarket queues, no grocery hoarding, no tension on public transport if you coughed or sneezed, landlord being advised by Beijing govt to give leeway to tenants that can't work. I'm so proud of how Beijing handled covid",Negative
"covid UPDATE: My new ""financial responsibility"" flex is cancelled until further notice. I will resume my irrisponsible shopping habits (online) for the duration of this pandemic. Thank you all for your understanding. coping mechanisms",Positive
Learn your rights and important tips to remember during the coronavirus (covid) emergency: ?Know Your Rights to Paid Sick Leave ?Report Price Gouging ?Understand Your Civil Rights ?Guard Against Scams ?Prevent the Spread of Germs Read the alert: <url>,Negative
